Name;Globale ID;Teilort;Zusatz
Schlosshaldenstraße;de:08118:6932;Hemmingen;
Lerchenäcker;de:08119:6933;Backnang;Backnang
Rathaus;de:08118:6934;Oberriexingen;Oberriexingen
Schule;de:08119:6935;Sachsenweiler;Sachsenweiler
Richard-Wagner-Straße;de:08119:6936;Backnang;
Fornsbacher Weg;de:08119:6937;Backnang;
Beim Wasserturm;de:08119:6938;Backnang;Backnang
Löchlesäcker;de:08118:6940;Freiberg (N);
Kehlstraße;de:08118:6941;Vaihingen (E);
Abzweig Eisenbachsee;de:08119:6942;Pfahlbronn;
Oberriexinger Straße;de:08118:6944;Großsachsenheim;
Staufenstraße;de:08116:6945;Erkenbrechtsweiler;Erkenbrechtsweiler
Lehenbrücke;de:08118:6946;Asperg;
Berliner Straße;de:08118:6947;Asperg;Asperg
Stuttgarter Straße;de:08118:6948;Asperg;Asperg
Gartenstraße;de:08118:6949;Hochdorf (Eberdingen);Hochdorf (Eberdingen)
Th.-Heuss-Straße;de:08118:6950;Hochdorf (Eberdingen);
Pulverdinger Straße;de:08118:6951;Hochdorf (Eberdingen);
Am Pfaffenwald;de:08118:6952;Hochdorf (Eberdingen);
Lilienstraße;de:08119:6954;Rommelshausen;Rommelshausen
Klaiberstraße;de:08118:6955;Enzweihingen;
Metzinger Straße;de:08116:6956;Großbettlingen;Großbettlingen
Breslauer Straße;de:08118:6957;Schwieberdingen;Schwieberdingen
Stettiner Straße;de:08118:6958;Schwieberdingen;Schwieberdingen
Einsteinstraße;de:08118:6959;Sersheim;Sersheim
Fessler Mühle;de:08118:6961;Sersheim;
Vaihinger Straße;de:08118:6962;Nussdorf;Nussdorf
Freibad/FitKom;de:08118:6963;Besigheim;
Altes Schulhaus;de:08118:6964;Ensingen;
Reitsteige;de:08118:6965;Aurich;
Steinberg Halde;de:08119:6966;Murrhardt;
Haubenwasen;de:08119:6968;Pfahlbronn;
Pfeifferklinge;de:08116:6969;Pliensauvorstadt;
Bürgerzentrum;de:08116:6970;Hegenlohe;
Flickenwiesen;de:08118:6971;Großbottwar;
Haus der Feuerwehr;de:08118:6973;Aldingen;
Katharinenstraße;de:08118:6976;Gündelbach;Gündelbach
Im langen Feld;de:08118:6977;Markgröningen;
Steinbeisstraße;de:08118:6978;Markgröningen;Markgröningen
Tannhof;de:08119:6979;Pfahlbronn;
Jugenddorf;de:08118:6980;Vaihingen (E);
Steinwerk;de:08118:6981;Vaihingen (E);
Mitte;de:08118:6982;Pattonville;Pattonville
Rems-Murr-Klinikum;de:08119:6983;Winnenden;
Jahnstraße;de:08118:6985;Poppenweiler;Poppenweiler
Seestraße;de:08118:6986;Kleinbottwar;Kleinbottwar
Horrenwinkel;de:08118:6987;Steinheim (M);
Schulzentrum;de:08118:6988;Steinheim (M);Steinheim (M)
Zazenhausen Viadukt;de:08111:6989;Stuttgart;
Alte Steige;de:08119:6991;Schorndorf;Schorndorf
Lederstraße;de:08119:6992;Schorndorf;
Steinbeisstraße;de:08119:6993;Schorndorf;Schorndorf
Grafenbergweg;de:08119:6994;Schorndorf;
Kreuzwegäcker;de:08118:6995;Steinheim (M);
Friedhof;de:08119:6996;Grab;Grab
Reizenwiesen;de:08119:6997;Welzheim;
Keplerstraße;de:08116:6998;Deizisau;Deizisau
Bietigheimer Straße;de:08118:6999;Murr;Murr
Ditzingen;de:08118:7000;Ditzingen;
Gewerbegebiet Süd;de:08118:7001;Ditzingen;Ditzingen
Daimlerstraße;de:08115:7002;Herrenberg;Herrenberg
Echterdingen;de:08116:7003;Echterdingen;
Beethovenstraße;de:08115:7004;Herrenberg;Herrenberg
Herzogweg;de:08115:7005;Herrenberg;
Grafenweg;de:08115:7006;Herrenberg;
Porschestraße;de:08115:7007;Herrenberg;
Stadtwerke;de:08115:7009;Herrenberg;Herrenberg
Brühlstraße;de:08115:7011;Deckenpfronn;Deckenpfronn
Robert-Schumann-Str.;de:08115:7012;Herrenberg;
Reinhold-Schick-Platz;de:08115:7013;Herrenberg;
Katholische Kirche;de:08115:7015;Unterjettingen;Unterjettingen
Herrenberger Straße;de:08115:7016;Oberjettingen;Oberjettingen
Goethe-/Hölderlinstr.;de:08115:7018;Mötzingen;
Goethestraße;de:08115:7019;Mötzingen;Mötzingen
Brühlstraße;de:08115:7020;Mötzingen;Mötzingen
Schießtäle;de:08115:7021;Herrenberg;
Kohlplatte;de:08115:7022;Unterjettingen;
Greutäckerstraße;de:08115:7023;Mönchberg;
Schule;de:08115:7025;Mönchberg;Mönchberg
Buchhaldenschule;de:08115:7027;Aidlingen;
Sonnenbergschule;de:08115:7028;Aidlingen;
Allmendstraße;de:08115:7029;Maichingen;
Schopfloch;de:08115:7030;Eltingen;
Hailfinger Straße;de:08115:7034;Bondorf;
Kälberstelle;de:08115:7036;Weil im Schönbuch;
Untere Halde;de:08115:7037;Weil im Schönbuch;Weil im Schönbuch
Königsberger Straße;de:08115:7038;Herrenberg;Herrenberg
Im Steingraben;de:08115:7039;Herrenberg;
Amselweg;de:08115:7040;Herrenberg;Herrenberg
Im Vogelsang;de:08115:7042;Herrenberg;Herrenberg
Niederreutin;de:08115:7046;Bondorf;
Gewerbegebiet;de:08115:7048;Deckenpfronn;Deckenpfronn
Nagolder Steig;de:08115:7050;Mötzingen;
Iselshauser Straße;de:08115:7051;Mötzingen;
Feuerwehrgerätehaus;de:08115:7052;Gärtringen;
Schwarzwaldstraße;de:08115:7053;Gärtringen;Gärtringen
Benzstraße;de:08115:7054;Herrenberg;Herrenberg
Fröbelschule;de:08115:7055;Herrenberg;
Im Seele;de:08115:7056;Herrenberg;
Adlerstraße;de:08115:7057;Herrenberg;Herrenberg
Zeisigweg;de:08115:7059;Herrenberg;Herrenberg
Affstätter Tal;de:08115:7065;Herrenberg;
Eichenweg;de:08115:7066;Herrenberg;Herrenberg
Akazienweg;de:08115:7067;Herrenberg;
Wittenberger Straße;de:08115:7068;Herrenberg;
Torgauer Weg;de:08115:7069;Herrenberg;
Oberer Graben;de:08116:7070;Neuffen;
Schelmenäcker;de:08115:7071;Haslach;
Abzw. Tennental;de:08115:7072;Deckenpfronn;
Grabenstraße;de:08115:7073;Gärtringen;Gärtringen
Johannesstraße;de:08115:7074;Herrenberg;Herrenberg
Stadtfriedhof;de:08115:7075;Herrenberg;
Sankt Martin;de:08115:7076;Herrenberg;
Im Backenschlag;de:08115:7079;Bondorf;
Albstraße;de:08116:7081;Neuffen;Neuffen
Uracher Weg;de:08116:7082;Neuffen;
Winkels;de:08118:7083;Großsachsenheim;
Porsche;de:08118:7084;Großsachsenheim;Großsachsenheim
Katholische Kirche;de:08118:7085;Besigheim;Besigheim
Schwalbenhälde;de:08118:7086;Besigheim;
Chausseebergstraße;de:08118:7087;Besigheim;
Am Friedhof;de:08118:7088;Großsachsenheim;Großsachsenheim
Obere Liesäcker;de:08116:7089;Altdorf (ES);
Wasserstubenweg;de:08119:7090;Waiblingen;
Mendelssohnstraße;de:08119:7091;Waiblingen;
Schellingstraße;de:08119:7092;Waiblingen;Waiblingen
Arbeitsagentur/Post;de:08119:7093;Waiblingen;
Emil-Münz-Straße;de:08119:7094;Waiblingen;
Schwabstraße;de:08119:7095;Waiblingen;Waiblingen
Feuerwehr;de:08119:7096;Kirchberg (M);Kirchberg (M)
Rappenberg;de:08119:7097;Kirchberg (M);
Viehtrieb;de:08115:7098;Malmsheim;
Böblingen;de:08115:7100;Böblingen;
Industriegebiet;de:08116:7101;Echterdingen;Echterdingen
Bad;de:08116:7102;Leinfelden;Leinfelden
Spielkartenmuseum;de:08116:7103;Leinfelden;
Seebruckenmühle;de:08116:7104;Musberg;
Wanderweg;de:08116:7105;Musberg;
Kirche;de:08115:7106;Steinenbronn;Steinenbronn
Im Alten See;de:08115:7108;Steinenbronn;
Goldäcker;de:08115:7111;Steinenbronn;
Seebruckenmühle (Klärwerk);de:08116:7112;Musberg;
Hulb;de:08115:7115;Böblingen;
Rohrer Straße;de:08115:7116;Steinenbronn;
Kring;de:08115:7118;Steinenbronn;
Maurer;de:08115:7119;Steinenbronn;
Gerlingen;de:08118:7140;Gerlingen;
Rathaus;de:08118:7141;Gerlingen;Gerlingen
Riedbrunnen;de:08115:7151;Gärtringen;
Schelmenwiesen;de:08115:7152;Gärtringen;
Lammtal;de:08115:7153;Gärtringen;
Waldfriedhof;de:08115:7156;Döffingen;Döffingen
Frank;de:08116:7173;Leinfelden;
Leinfelder Haus;de:08116:7176;Leinfelden;
Sportzentrum;de:08116:7177;Leinfelden;Leinfelden
Hirschstraße;de:08116:7178;Echterdingen;Echterdingen
Waldhornstraße;de:08116:7179;Echterdingen;
Stadionstraße;de:08116:7180;Echterdingen;
Messe West;de:08116:7182;Echterdingen;
Gymnasium;de:08116:7185;Echterdingen;Echterdingen
Stangen;de:08116:7186;Echterdingen;
Mönchsbrunnen;de:08115:7201;Sindelfingen;
Zwerchweg;de:08115:7202;Herrenberg;
Ottmarsheimer Straße;de:08118:7205;Mundelsheim;
Leonberg;de:08115:7301;Leonberg;
Renningen;de:08115:7302;Renningen;
Leobad;de:08115:7304;Eltingen;
Längenbühl;de:08115:7305;Eltingen;
Asperg;de:08118:7400;Asperg;
Bahnhof (Arena);de:08118:7401;Ludwigsburg;
Ludwigsburg;de:08118:7402;Ludwigsburg;
Favoritepark;de:08118:7403;Eglosheim;
Tamm;de:08118:7404;Tamm;
Schillerplatz;de:08118:7405;Bietigheim;Bietigheim
Gerokstraße;de:08118:7406;Bissingen (LB);
Steinheimer Straße;de:08118:7407;Bietigheim;Bietigheim
Pleidelsheimer Straße;de:08118:7408;Bietigheim;
Schlossberghalle;de:08116:7409;Dettingen (T);
Rathaus;de:08116:7413;Großbettlingen;Großbettlingen
Höpfigheimer Straße;de:08118:7414;Bietigheim;Bietigheim
Industriestraße;de:08118:7415;Sersheim;Sersheim
Beerhaldenstraße;de:08118:7416;Enzweihingen;
Bahnhofstraße;de:08118:7417;Sersheim;Sersheim
Bildungszentrum West;de:08118:7419;Ludwigsburg;
Sedanstraße;de:08118:7421;Sersheim;
Neuer Friedhof;de:08118:7422;Bissingen (LB);Bissingen (LB)
Erligheimer Straße;de:08118:7423;Löchgau;
Südstraße;de:08118:7424;Bissingen (LB);
Lindenstraße;de:08118:7425;Bissingen (LB);Bissingen (LB)
Eichenweg;de:08118:7426;Bissingen (LB);Bissingen (LB)
Entenäcker;de:08118:7427;Bissingen (LB);
Westendstraße;de:08118:7428;Bissingen (LB);
Birkenweg;de:08118:7429;Bissingen (LB);Bissingen (LB)
Hallenbad;de:08118:7430;Bissingen (LB);Bissingen (LB)
Schillerschule;de:08118:7431;Bissingen (LB);Bissingen (LB)
Mainzer Allee;de:08118:7432;Ludwigsburg;
Berliner Platz;de:08118:7433;Ludwigsburg;
Alter Oßweiler Weg;de:08118:7435;Ludwigsburg;
Friedrichstraße;de:08118:7436;Ludwigsburg;Ludwigsburg
Wiener Straße;de:08119:7437;Maubach;
Theo-Lorch-Werkstätten;de:08118:7438;Ludwigsburg;Ludwigsburg
Friedrich-Ebert-Straße;de:08118:7440;Bietigheim;Bietigheim
Grünwiesenstraße;de:08118:7441;Bietigheim;
Ulmenstraße;de:08115:7444;Maichingen;Maichingen
Gewerbegebiet;de:08119:7445;Nellmersbach;Nellmersbach
Karl-Mai-Allee;de:08118:7446;Bietigheim;
Buolweg;de:08118:7448;Enzweihingen;
Parkplatz Zollstock;de:08119:7449;Spiegelberg;
Kammgarnspinnerei B27;de:08118:7450;Bietigheim;
Immanuel-Dornfeld-Straße;de:08118:7451;Neckarweihingen;
Wilhelm-Föll-Straße;de:08119:7452;Strümpfelbach (Backnang);
Gegen Eich;de:08118:7454;Oßweil;
Wiesentalstraße;de:08119:7455;Hertmannsweiler;Hertmannsweiler
Heckenweg;de:08119:7456;Hertmannsweiler;Hertmannsweiler
Kelterplatz;de:08119:7458;Oberbrüden;Oberbrüden
Wanderparkplatz Roter Stich;de:08119:7459;Hößlinswart;
Hälde;de:08118:7460;Hemmingen;
Nord;de:08118:7470;Hemmingen;Hemmingen
Mühlwiesen;de:08118:7471;Bietigheim;
Fischerpfad;de:08118:7472;Bietigheim;
Borsigstraße;de:08118:7474;Bissingen (LB);Bissingen (LB)
Enzstraße;de:08118:7477;Untermberg;Untermberg
In den Äuleswiesen;de:08119:7480;Allmersbach im Tal;
Aichelbach;de:08119:7485;Oppenweiler;
Zell;de:08119:7486;Oppenweiler;Oppenweiler
Dieselstraße;de:08119:7487;Oppenweiler;Oppenweiler
Haselbachmühle Abzweig;de:08119:7488;Sulzbach (M);
Burgstall (M);de:08119:7500;Burgstall (Burgstetten);
Kirchberg (M);de:08119:7502;Kirchberg (M);
Marbach (N);de:08118:7503;Marbach (N);
Schule;de:08119:7504;Großerlach;Großerlach
Liemersbach;de:08119:7505;Großerlach;
Schönbronn;de:08119:7506;Grab;
Liemannsklinge Abzweig;de:08119:7507;Sulzbach (M);
Eschenstruet;de:08119:7508;Sulzbach (M);
Bushof Abzweig;de:08119:7509;Sulzbach (M);
Hager;de:08119:7510;Sulzbach (M);
Zwerenberg;de:08119:7511;Sulzbach (M);
Christophstraße;de:08119:7512;Backnang;Backnang
Maubacher Straße;de:08119:7513;Backnang;
Erlach;de:08119:7514;Großerlach;Großerlach
Morbach;de:08119:7515;Grab;
Forum am Schlosspark;de:08118:7516;Ludwigsburg;
Schwalbenflug;de:08119:7518;Grab;
Mannenweiler;de:08119:7519;Grab;
Bronnwiesenweg;de:08119:7529;Rudersberg;
Eulenhof;de:08119:7530;Kaisersbach;
Butzberg;de:08119:7538;Grab;
Forststraße;de:08119:7542;Kaisersbach;Kaisersbach
Alte Schule;de:08119:7545;Neustadt;
Pfarräcker;de:08119:7547;Neustadt;
Kriegsberg;de:08119:7548;Hohenacker;
Schillerschule;de:08119:7549;Bittenfeld;Bittenfeld
Beethovenstraße;de:08119:7550;Bittenfeld;Bittenfeld
Friedhof;de:08119:7551;Bittenfeld;Bittenfeld
Naststraße;de:08118:7555;Ludwigsburg;
Mühlhäuser Straße;de:08118:7556;Oßweil;Oßweil
Palazzo;de:08118:7560;Freiberg (N);
Steinbachbrücke;de:08118:7564;Löchgau;
Heinkelstraße;de:08118:7565;Löchgau;Löchgau
Am Mühlbach;de:08119:7569;Schorndorf;
Baumwasenstraße;de:08119:7570;Schorndorf;
Konrad-Haussmann-Weg;de:08119:7575;Schorndorf;
Wiesenstr.;de:08119:7576;Schorndorf;
Anne-Frank-Schule;de:08116:7577;Wendlingen (N);
Sporthalle;de:08116:7578;Wendlingen (N);
Bertha-Benz-Straße;de:08118:7579;Ensingen;
Denteltal;de:08119:7580;Spiegelberg;
Wetzsteinstollen;de:08119:7581;Jux;
Gutenberger Straße;de:08116:7583;Oberlenningen;Oberlenningen
Nikomödiestraße;de:08116:7584;Oberlenningen;
Realschule Im Aurain;de:08118:7585;Bietigheim;
Hegnacher Straße;de:08119:7596;Hohenacker;
Torstraße;de:08119:7597;Neustadt;
Sportplatz;de:08118:7598;Löchgau;Löchgau
Murrbäder;de:08119:7599;Backnang;
Backnang;de:08119:7600;Backnang;
Maubach;de:08119:7601;Maubach;
Korntal;de:08118:7603;Korntal;
Waiblingen;de:08119:7604;Waiblingen;
Winnenden;de:08119:7605;Winnenden;
Gymnasium;de:08118:7606;Korntal;Korntal
Rührberg;de:08118:7607;Münchingen;
Breuninger;de:08118:7608;Großsachsenheim;
Robert-Bosch-Straße;de:08119:7631;Schorndorf;Schorndorf
Gänsbühl;de:08119:7632;Schorndorf;
Wernerstraße;de:08118:7641;Ludwigsburg;Ludwigsburg
Robert-Koch-Straße;de:08118:7642;Ludwigsburg;Ludwigsburg
Schlieffenstraße;de:08118:7643;Ludwigsburg;
Wilhelm-Fein-Straße;de:08118:7644;Ludwigsburg;
Urban Harbor;de:08118:7645;Ludwigsburg;
Alleenfeld;de:08118:7658;Freudental;
Kindergarten;de:08118:7661;Ochsenbach;Ochsenbach
Rudersberger Straße;de:08119:7662;Miedelsbach;
Oberndorf Mannenberger Straße;de:08119:7663;Rudersberg;
Rommelshausen;de:08119:7701;Rommelshausen;
Schorndorf;de:08119:7703;Schorndorf;
Endersbach;de:08119:7704;Endersbach;
Manfred-von-Ardenne-Allee;de:08119:7738;Backnang;
Esslingen (N);de:08116:7800;Esslingen (N);
ZOB;de:08116:7801;Esslingen (N);Esslingen (N)
Plochingen;de:08116:7802;Plochingen;
Frickenhäuser Straße;de:08116:7805;Tischardt;
Calwer Straße;de:08115:7807;Malmsheim;Malmsheim
Kelter;de:08118:7810;Mundelsheim;Mundelsheim
Pforzheimer Straße;de:08118:7811;Horrheim;
Herrenwiesen;de:08118:7812;Ensingen;
Naturfreundehaus;de:08119:7818;Welzheim;Welzheim
Kirchheimer Straße;de:08116:7819;Köngen;Köngen
Bissinger Straße;de:08116:7821;Ochsenwang;Ochsenwang
Festplatz;de:08116:7822;Baltmannsweiler;Baltmannsweiler
Kornbergweg;de:08116:7823;Plochingen;
Sportgelände Aischbach;de:08115:7831;Perouse;
Wilhelm-Kopp-Straße;de:08115:7832;Perouse;
Borsigstraße;de:08115:7835;Münklingen;Münklingen
Häslach;de:08115:7836;Darmsheim;
Friedhof;de:08118:7841;Roßwag;Roßwag
Silvanerstraße;de:08118:7842;Roßwag;
Filsallee;de:08116:7848;Plochingen;
Am Filswehr;de:08116:7849;Plochingen;
Im Höfle;de:08116:7858;Zizishausen;
Waldhäuser Straße;de:08116:7862;Oberensingen;
Holderweg;de:08116:7864;Oberensingen;Oberensingen
Hauffstraße;de:08116:7896;Neuhausen (F);Neuhausen (F)
Bettäcker;de:08115:7920;Nebringen;
Bahnhof (Flugfeld);de:08115:7921;Böblingen;
Mötzinger Straße;de:08115:7928;Öschelbronn (Gäufelden);Öschelbronn (Gäufelden)
Maueräcker;de:08115:7930;Tailfingen;
Bolzplatz;de:08116:7934;Hohengehren;
Ortsmitte;de:08116:7935;Hohengehren;Hohengehren
Oberboihinger Straße;de:08116:7936;Zizishausen;
Lingwiesen;de:08118:7940;Münchingen;
Warnenberg;de:08116:7957;Oberboihingen;
Haugennest;de:08116:7958;Oberboihingen;
Friedhof;de:08116:7968;Aich;Aich
Frauenländerstraße;de:08119:7974;Stetten (i. R.);
Filderweg;de:08116:7975;Aich;
Stadtkirche;de:08117:1;Geislingen (Steige);
Rathaus;de:08117:2;Geislingen (Steige);Geislingen (Steige)
Krankenhaus (Seebach);de:08117:4;Geislingen (Steige);
Pauluskirche;de:08117:5;Geislingen (Steige);Geislingen (Steige)
Nel Mezzo;de:08117:6;Geislingen (Steige);
Wilhelmstraße;de:08117:7;Geislingen (Steige);Geislingen (Steige)
Sternplatz ZOH;de:08117:8;Geislingen (Steige);
Krone/Altenstadt;de:08117:9;Geislingen (Steige);
Adler Altenstadt;de:08117:10;Geislingen (Steige);
Bruckwiesen;de:08117:11;Geislingen (Steige);
Moltkestraße;de:08117:12;Kuchen (F);
Löwen;de:08117:13;Kuchen (F);Kuchen (F)
Schillerstraße;de:08117:14;Kuchen (F);Kuchen (F)
Gemeindezentrum;de:08117:15;Kuchen (F);Kuchen (F)
Bahnhofstraße;de:08117:17;Gingen (F);Gingen (F)
Buchsteiner;de:08117:18;Gingen (F);
Kath. Kirche;de:08117:19;Gingen (F);
Rathaus;de:08117:20;Gingen (F);Gingen (F)
Große Gasse;de:08117:22;Gingen (F);
Färberstraße;de:08117:23;Kuchen (F);
Feuerwache;de:08117:24;Kuchen (F);Kuchen (F)
Gerokweg;de:08117:25;Kuchen (F);
Rathaus;de:08117:26;Kuchen (F);Kuchen (F)
Sonne Center;de:08117:36;Geislingen (Steige);
Werastraße;de:08117:41;Geislingen (Steige);
Frauenstraße;de:08117:42;Geislingen (Steige);
Bebelstraße;de:08117:43;Geislingen (Steige);
Neuwiesen (B466);de:08117:44;Geislingen (Steige);
Im Grund;de:08117:45;Bad Überkingen;
Bad;de:08117:46;Bad Überkingen;Bad Überkingen
Autalhalle;de:08117:47;Bad Überkingen;
B466;de:08117:48;Hausen (Bad Überkingen);
Abzweig B466;de:08117:49;Reichenbach im Täle (Deggingen);
Turnhalle;de:08117:50;Reichenbach im Täle (Deggingen);Reichenbach im Täle (Deggingen)
Rathaus;de:08117:51;Reichenbach im Täle (Deggingen);Reichenbach im Täle (Deggingen)
Ave Maria;de:08117:52;Deggingen;
Friedhof;de:08117:53;Deggingen;Deggingen
Kurklinik;de:08117:54;Bad Ditzenbach;
Vinzenz Therme;de:08117:55;Bad Ditzenbach;
Abzweig Drackenstein;de:08117:57;Gosbach;
Rathaus;de:08117:58;Mühlhausen im Täle;Mühlhausen im Täle
Bahnhofstraße;de:08117:59;Mühlhausen im Täle;Mühlhausen im Täle
Schöntalweg;de:08117:60;Wiesensteig;
Postamt;de:08117:61;Wiesensteig;Wiesensteig
Rathaus;de:08117:64;Wiesensteig;Wiesensteig
Brunnengarten;de:08117:65;Wiesensteig;
Kirche;de:08117:66;Mühlhausen im Täle;Mühlhausen im Täle
Reußenstein Parkplatz;de:08117:3251;Wiesensteig;
Wiesensteiger Straße;de:08117:71;Gosbach;
Hirsch;de:08117:70;Gosbach;Gosbach
Hans-Seyff-Straße;de:08117:74;Göppingen;
Birkhof;de:08117:10075;Deggingen;Deggingen
Planckweg;de:08117:79;Göppingen;
Brückenstraße;de:08117:82;Birenbach;Birenbach
Michelberggymnasium;de:08117:84;Geislingen (Steige);
Brückenstraße;de:08117:86;Gingen (F);Gingen (F)
Ev. Kindergarten;de:08117:87;Gingen (F);
Hirsch;de:08117:90;Hausen (Bad Überkingen);Hausen (Bad Überkingen)
Siedlung;de:08117:91;Hausen (Bad Überkingen);Hausen (Bad Überkingen)
Unterböhringen;de:08117:92;Unterböhringen;
Äußere Hauptstraße;de:08117:95;Geislingen (Steige);
Friedhof;de:08117:96;Geislingen (Steige);Geislingen (Steige)
Schildwachtweg;de:08117:100;Geislingen (Steige);
Wilhelmshöhe;de:08117:101;Geislingen (Steige);
Schultheiß-Schneider-Straße;de:08117:102;Geislingen (Steige);
Y-Häuser;de:08117:103;Geislingen (Steige);
Birkenweg;de:08117:104;Geislingen (Steige);Geislingen (Steige)
Katzenloch;de:08117:105;Geislingen (Steige);
Schlosshalde;de:08117:106;Geislingen (Steige);
Weiler Helfenstein;de:08117:107;Weiler ob Helfenstn.;
Unterdorf;de:08117:108;Weiler ob Helfenstn.;
Oberdorf;de:08117:109;Weiler ob Helfenstn.;
Weiler Lindenhof;de:08117:111;Geislingen (Steige);
Neuwiesen Gewerbegebiet;de:08117:114;Geislingen (Steige);
Milchzentrale;de:08117:115;Geislingen (Steige);
Kantstraße;de:08117:116;Geislingen (Steige);Geislingen (Steige)
Wölkbad;de:08117:117;Geislingen (Steige);
Berufsschulzentrum;de:08117:118;Geislingen (Steige);Geislingen (Steige)
Lindenhof;de:08117:119;Geislingen (Steige);Geislingen (Steige)
Heiligenäcker;de:08117:120;Geislingen (Steige);
Grundschule;de:08117:121;Sparwiesen;Sparwiesen
Brunnenstraße;de:08117:122;Gingen (F);Gingen (F)
Weingärten/Tegelberg;de:08117:125;Geislingen (Steige);
Riesengebirgstraße;de:08117:133;Faurndau;
Lindenschule;de:08117:143;Geislingen (Steige);
Oberböhringen;de:08117:144;Bad Überkingen;
Oberböhringen Michelsberg;de:08117:145;Bad Überkingen;
Ebersbach (F);de:08117:151;Ebersbach (F);
Uhingen;de:08117:152;Uhingen;
Faurndau;de:08117:153;Faurndau;
Göppingen;de:08117:154;Göppingen;
Eislingen (F);de:08117:155;Eislingen (F);
Salach;de:08117:156;Salach;
Süßen;de:08117:157;Süßen;
Gingen (F);de:08117:158;Gingen (F);
Kuchen;de:08117:159;Kuchen (F);
Geislingen West;de:08117:160;Geislingen (Steige);
Geislingen (Steige);de:08117:161;Geislingen (Steige);
Oßmannsweiler;de:08117:187;Eybach;
Eisenbahnbrücke;de:08117:199;Geislingen (Steige);
Friedhof;de:08117:201;Böhmenkirch;Böhmenkirch
Post;de:08117:202;Böhmenkirch;Böhmenkirch
Rathaus;de:08117:203;Böhmenkirch;Böhmenkirch
Kirchstraße;de:08117:204;Böhmenkirch;Böhmenkirch
Lindenhof;de:08117:205;Böhmenkirch;Böhmenkirch
Steinenkirch;de:08117:206;Steinenkirch;
Roggenmühle;de:08117:207;Eybach;
Ortsmitte;de:08117:208;Eybach;Eybach
Pfingsthalde;de:08117:209;Eybach;
SC-Stadion;de:08117:210;Geislingen (Steige);
Vossstraße;de:08117:211;Geislingen (Steige);
Krankenhaus;de:08117:212;Geislingen (Steige);Geislingen (Steige)
Ortsmitte;de:08117:213;Waldhausen (Geislingen);Waldhausen (Geislingen)
Christofshof;de:08117:10214;Waldhausen (Geislingen);
Eybtalhalle;de:08117:216;Eybach;
Breiter Weg;de:08117:217;Böhmenkirch;Böhmenkirch
Aufhausen;de:08117:257;Aufhausen (Geislingen);
Türkheim;de:08117:258;Türkheim;
Gewerbe;de:08117:275;Türkheim;
Mühlstraße;de:08117:303;Süßen;Süßen
Steingartenschule;de:08117:310;Donzdorf;
Steighof Abzweig Treffelhausen;de:08117:315;Lauterstein;
Albsporthalle;de:08117:316;Böhmenkirch;
Sonne;de:08117:317;Treffelhausen;Treffelhausen
Siedlung;de:08117:318;Schnittlingen;Schnittlingen
Wetterwarte;de:08117:319;Schnittlingen;
Aussiedlerhöfe;de:08117:320;Stötten;Stötten
Rathaus;de:08117:329;Nenningen;Nenningen
Abzweig Degenfeld;de:08117:330;Lauterstein;
Wannenhöfe;de:08117:497;Aufhausen (Geislingen);
Krönerhof;de:08117:511;Aufhausen (Geislingen);
Boschhof;de:08117:512;Türkheim;
Kantstraße;de:08117:1000;Göppingen;Göppingen
Schillerplatz;de:08117:1001;Göppingen;Göppingen
Kaiserbau (Agentur für Arbeit);de:08117:1004;Göppingen;
Ulmer-/Heininger Str.;de:08117:1005;Göppingen;
Freibad;de:08117:1006;Göppingen;Göppingen
Reutlinger Straße;de:08117:1007;Göppingen;Göppingen
Immelmannzentrum;de:08117:1008;Göppingen;
Steinbeisstraße;de:08117:1009;Eislingen (F);Eislingen (F)
Liebfrauenkirche;de:08117:1010;Eislingen (F);
Weltestraße;de:08117:1011;Eislingen (F);
Silcherschule;de:08117:1012;Eislingen (F);
Hallenbad;de:08117:1013;Eislingen (F);Eislingen (F)
Wasenhof;de:08117:1015;Eislingen (F);
Ziegelbachstraße;de:08117:1016;Eislingen (F);
Ziegelbachklinge;de:08117:1018;Eislingen (F);
Zeisigweg;de:08117:1019;Eislingen (F);Eislingen (F)
Talstraße;de:08117:1020;Eislingen (F);Eislingen (F)
Danziger Straße;de:08117:1021;Eislingen (F);Eislingen (F)
Sängerstraße;de:08117:1024;Eislingen (F);
Oesch-Schulen;de:08117:1025;Eislingen (F);
Leibnizstraße;de:08117:11027;Eislingen (F);Eislingen (F)
Friedhof Nord;de:08117:1028;Eislingen (F);Eislingen (F)
Stadtmitte;de:08117:1029;Eislingen (F);Eislingen (F)
Waldhorn;de:08117:1031;Eislingen (F);Eislingen (F)
In den Weingärten;de:08117:1032;Eislingen (F);
Roßbachstraße;de:08117:1033;Göppingen;Göppingen
Stadtwerke;de:08117:1034;Göppingen;Göppingen
Bauhof;de:08117:1035;Göppingen;Göppingen
Betzstraße;de:08117:1036;Göppingen;
Marktstraße;de:08117:1037;Göppingen;Göppingen
Hauptstr./Bahnhof;de:08117:1014;Eislingen (F);
Mozartstraße;de:08117:1040;Eislingen (F);Eislingen (F)
Solitudestraße;de:08117:1043;Eislingen (F);
Friedhof Süd;de:08117:1044;Eislingen (F);Eislingen (F)
Beundstraße;de:08117:1045;Eislingen (F);
Holzheimer Straße;de:08117:1047;Eislingen (F);
Schlossplatz/Bahnhof;de:08117:1049;Eislingen (F);
